class|name
43|Alojamiento temporal en casas
43|Alojamientos para animales de compañía
43|Alquiler de almohadas
43|Alquiler de alojamiento temporal
43|Alquiler de cafeteras
43|Alquiler de calentadores de vajilla
43|Alquiler de calientaplatos
43|Alquiler de camas
43|Alquiler de cocinas (fogones) para cocinar
43|Alquiler de construcciones modulares portátiles
43|Alquiler de construcciones transportables*
43|Alquiler de cortinas para hoteles
43|Alquiler de dispensadores de agua
43|Alquiler de edredones
43|Alquiler de encimeras de cocina
43|Alquiler de encimeras de cocina destinadas a preparar comidas de consumo inmediato
43|Alquiler de equipos de cocina para uso industrial
43|Alquiler de fregaderos de cocina para uso comercial
43|Alquiler de fregaderos de cocina para uso doméstico
43|Alquiler de fuentes de chocolate
43|Alquiler de fuentes dispensadoras de bebidas
43|Alquiler de futones
43|Alquiler de hornos microondas para uso doméstico
43|Alquiler de mantas
43|Alquiler de mantelería
43|Alquiler de máquinas y aparatos para la preparación de alimentos y bebidas
43|Alquiler de mobiliario
43|Alquiler de muebles para hoteles
43|Alquiler de placas calentadoras eléctricas para uso doméstico
43|Alquiler de platos
43|Alquiler de salas de reunión
43|Alquiler de salones para eventos sociales
43|Alquiler de sillas y mesas
43|Alquiler de tiendas de campaña
43|Alquiler de tostadoras eléctricas para uso doméstico
43|Alquiler de vajilla
43|Arrendamiento de cocinas no eléctricas
43|Arrendamiento de máquinas dispensadoras de bebidas
43|Asesoría en materia de recetas de cocina
43|Bar de zumos
43|Cafés-restaurantes
43|Casas de vacaciones
43|Explotación de campings
43|Facilitación de información relacionada con bares
43|Facilitación de instalaciones de exposición
43|Facilitación de instalaciones para conferencias
43|Facilitación de instalaciones para convenciones
43|Facilitación de instalaciones para exposiciones
43|Facilitación de salas de conferencia
43|Heladerías
43|Hostales
43|Organización de alojamientos temporales
43|Pensiones
43|Pensiones para caballos
43|Pizzerías
43|Posadas para turistas
43|Preparación de alimentos
43|Preparación de alimentos y bebidas
43|Provisión de albergue temporal en campamentos de vacaciones
43|Provisión de centros de cuidado de niños
43|Provisión de instalaciones para ceremonias de matrimonio
43|Provisión de instalaciones para conferencias, exhibiciones y reuniones
43|Pubs
43|Reserva de alojamiento en camping
43|Reserva de alojamiento en hoteles
43|Reserva de alojamientos temporales
43|Reserva de alojamientos temporales por Internet
43|Reservaciones de hotel para terceros
43|Residencias para animales
43|Residencias para la tercera edad
43|Restaurantes de autoservicio
43|Restaurantes de comida rápida
43|Salones de té
43|Servicios de agencia de reserva de alojamiento temporal
43|Servicios de agencia de reservas de alojamiento en hotel
43|Servicios de albergues juveniles
43|Servicios de alojamiento en complejos turísticos
43|Servicios de alojamiento en hoteles
43|Servicios de alojamiento públicos
43|Servicios de bar
43|Servicios de braserías
43|Servicios de catering
43|Servicios de catering al aire libre
43|Servicios de catering destinados a residencias de ancianos
43|Servicios de catering móvil
43|Servicios de catering para comedores de empresas
43|Servicios de catering para escuelas
43|Servicios de catering para hospitales
43|Servicios de catering para hoteles
43|Servicios de catering para residencias con asistencia médica
43|Servicios de comedor
43|Servicios de guarderías infantiles
43|Servicios de hotel para animales de compañía
43|Servicios de información de restaurantes
43|Servicios de motel
43|Servicios de provisión de alojamiento para huéspedes
43|Servicios de provisión de café para oficinas (provisión de bebidas)
43|Servicios de refugios de emergencia (suministro de vivienda temporal)
43|Servicios de reserva en restaurantes
43|Servicios de restaurante
43|Servicios de restaurante de sushi
43|Servicios de restaurante y catering
43|Servicios de restaurante y hotel
43|Servicios de restaurantes de comida japonesa
43|Servicios de restaurantes de comida para llevar
43|Servicios de restaurantes de tempura
43|Servicios de restaurantes móviles
43|Servicios de salón de café
43|Servicios de salón de cóctel
43|Servicios de snack-bar
43|Servicios de tabernas
43|Suministro de información hotelera a través de sitios web
43|Suministro de información sobre cocina a través de sitios web
