class|name
40|Abatanado de telas
40|Afinado de metales
40|Alquiler de aparatos de aire acondicionado
40|Alquiler de aparatos de calefacción de ambientes
40|Alquiler de aparatos para purificar el agua
40|Alquiler de equipos de tratamiento del agua
40|Alquiler de filtros de agua
40|Alquiler de generador de fuerza eléctrica
40|Alquiler de generadores de electricidad
40|Alquiler de impresoras 3D
40|Alquiler de máquinas de coser
40|Alquiler de máquinas de encuadernación
40|Alquiler de máquinas de grabado láser
40|Alquiler de máquinas de hacer punto
40|Alquiler de máquinas para hacer zapatos
40|Alquiler de máquinas para la fabricación de cartón corrugado
40|Alquiler de máquinas para procesar tabaco
40|Alquiler de máquinas y aparatos de imprimir
40|Alquiler de máquinas y aparatos para fabricar objetos de cristal
40|Alquiler de máquinas y aparatos para producción de chapa de madera
40|Alquiler de máquinas y aparatos para tratar tejidos
40|Alquiler de máquinas y herramientas para trabajar los metales
40|Alquiler de prensas tipográficas
40|Alquiler de soldadores de gas
40|Alquiler de unidades de filtración de agua para uso comercial
40|Amolado y pulido de vidrio para gafas
40|Ampliación de fotografías
40|Antiencogimiento para textiles o pieles
40|Aplicación de acabados a telas
40|Arreglo de prendas de vestir
40|Arrendamiento de aparatos de refrigeración de espacios de uso doméstico
40|Arrendamiento de máquinas aplastadoras de desechos
40|Arrendamiento de máquinas compactadoras de desechos
40|Arrendamiento de máquinas elaboradoras de vidrio
40|Arrendamiento de máquinas procesadoras de químicos
40|Arrendamiento de máquinas y aparatos para fabricación de pulpa y papel
40|Arrendamiento de máquinas y aparatos para la industria maderera
40|Arrendamiento de máquinas y aparatos para revelado de películas, impresión fotográfica, amplificación fotográfica y terminación fotográfica
40|Arrendamiento de sistemas de neblina para enfriamiento de exteriores
40|Arrendamiento de transformadores eléctricos
40|Arrendamiento de ventiladores eléctricos para enfriar
40|Blanqueado de prendas de vestir
40|Blanqueado de tejidos
40|Blanqueado de telas
40|Blanqueado de textiles
40|Blanqueo de tejidos
40|Calandrado de telas
40|Cincado electrolítico
40|Coloración del vidrio
40|Congelación de alimentos
40|Copia de planos (blueprint)
40|Corte de diamantes
40|Corte de telas
40|Costura
40|Costura y confección de prendas de vestir
40|Deformación de textiles
40|Desacidificación de papel
40|Desalinización del agua
40|Desintoxicación de materiales peligrosos
40|Desmagnetización
40|Desmineralización de agua
40|Desodorización de cortinas
40|Destrucción de documentos
40|Destrucción de residuos
40|Destrucción de residuos y desechos
40|Eliminación de basura para otros
40|Eliminación de residuos tóxicos industriales
40|Encuadernación
40|Encuadernación de documentos
40|Endurecimiento de metales
40|Enmarcado de obras de arte
40|Ensamblado de productos para terceros
40|Esmaltado cerámico
40|Esmaltado de metales
40|Estampado de dibujos
40|Estañado (estañadura)
40|Fabricación a medida de ataúdes cinerarios
40|Facilitación de información relacionada con el tratamiento de materiales
40|Forjado de estaño
40|Fotograbado
40|Fresado
40|Fundiciones de plomo y sus aleaciones
40|Galvanizado en caliente
40|Galvanoplastia
40|Generación de electricidad
40|Generación de electricidad a partir de energía eólica
40|Grabado
40|Grabado con láser
40|Grabado de sellos de lacre
40|Grabado de vidrio
40|Ignifugación para textiles o pieles
40|Impermeabilización de prendas de vestir
40|Impermeabilización de tejidos
40|Impermeabilización de telas
40|Impermeabilización de textiles o pieles
40|Impresión de camisetas
40|Impresión de diseños para terceros
40|Impresión de fotograbados
40|Impresión de fotografías
40|Impresión de libros
40|Impresión de material publicitario
40|Impresión de sellos
40|Impresión digital
40|Impresión litográfica
40|Impresión serigráfica
40|Impresión tipográfica
40|Incineración de basura
40|Incineración de desechos
40|Incineración de residuos
40|Laminado de hojas de plástico
40|Laminado de metales
40|Licuefacción de gas de petróleo
40|Mezclado de lubricantes para terceros
40|Moldeado de materiales plásticos
40|Montaje de obras de arte como parte del proceso de enmarcado
40|Montaje en seco (fijación de fotografías a través de adhesivos sensibles al calor)
40|Orfebrería
40|Procesamiento de bambú
40|Procesamiento de caucho
40|Procesamiento de cerámica
40|Procesamiento de combustible nuclear
40|Procesamiento de cortezas de árbol
40|Procesamiento de forrajes
40|Procesamiento de hojas de té
40|Procesamiento de hormigón
40|Procesamiento de materiales combustibles
40|Procesamiento de metales
40|Procesamiento de películas cinematográficas
40|Procesamiento de plástico
40|Procesamiento de ratán
40|Procesamiento de silicona
40|Procesamiento fotográfico
40|Producción de electricidad
40|Producción de electricidad a partir de energía solar
40|Producción de energía
40|Producción de gas y electricidad
40|Pulido de cristal
40|Pulido de diamantes
40|Pulido de piedras preciosas
40|Realce del color de películas de vídeo en blanco y negro
40|Realce del color de películas en blanco y negro
40|Reciclado de químicos
40|Reciclado de residuos
40|Reciclado de residuos y basura
40|Reciclaje de botellas de bebidas
40|Reciclaje de botellas de plástico PET
40|Reciclaje de combustibles nucleares
40|Reciclaje de desechos
40|Reciclaje de plástico
40|Reciclaje de residuos y desechos
40|Refinación de combustible
40|Refinado de materiales combustibles
40|Refinado de metales
40|Refinado de residuos metálicos odontológicos
40|Reprocesado de combustibles nucleares
40|Reproducción de obras de arte de museos
40|Restauración digital de fotografías
40|Retoque digital de fotografías
40|Retratamiento de aguas residuales
40|Revelado de películas fotográficas
40|Rotograbado
40|Sastrería o costura
40|Selección de desechos y material reciclable
40|Serigrafía
40|Servicios contra la polilla
40|Servicios de acolchado de textiles a medida
40|Servicios de arenado abrasivo
40|Servicios de bordado
40|Servicios de bordado de camisetas
40|Servicios de compresión de gas
40|Servicios de conservación de alimentos
40|Servicios de copia de llaves
40|Servicios de criopreservación
40|Servicios de curtido
40|Servicios de descontaminación de áreas con radiación
40|Servicios de destilación para bebidas espirituosas
40|Servicios de destilería de bebidas alcohólicas
40|Servicios de imprenta
40|Servicios de impresión en offset
40|Servicios de licuefacción de gas natural
40|Servicios de mezcla de petróleo crudo y de petróleos sintéticos
40|Servicios de mezclado de pinturas
40|Servicios de modista (corte y confección de vestuario)
40|Servicios de producción de gas
40|Servicios de rallado de disco duro
40|Servicios de reciclado de aceite de cocina y de aceite vegetal
40|Servicios de refinación de petróleo
40|Servicios de refinería de petróleo
40|Servicios de restauración fotográfica
40|Servicios de revelado y reproducción de fotografías
40|Servicios de sastre
40|Servicios de separación de color
40|Servicios de tintorería para textiles o pieles
40|Servicios de torneado de madera
40|Servicios de tratamiento de agua
40|Servicios de tratamiento de gas
40|Servicios de triturado de documentos
40|Soldadura
40|Suministro de información sobre el alquiler de máquinas para fabricar calzado
40|Suministro de información sobre el alquiler de máquinas para procesar tabaco
40|Taxidermia
40|Templado de vidrio
40|Temple de metales
40|Teñido de pieles artificiales
40|Teñido de tejidos o prendas de vestir
40|Teñido de telas
40|Tintado de lentes de contacto
40|Tipografía
40|Tostado de alimentos
40|Tostado y procesamiento de café
40|Trabajo de la cerámica
